year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power
2017,13.171155446333852,10.275085591132715,Diesel,Dealer,Manual,Second Owner,24.0,1186,73.97
2017,13.493928313146206,10.596659732783579,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0
2018,13.790193775620484,10.491301994830229,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5
2016,12.779875885354993,11.002116507732017,Petrol,Dealer,Manual,First Owner,21.79,998,67.05
2015,12.487488878546145,10.778977123006351,Petrol,Dealer,Manual,First Owner,24.7,796,47.3
2018,13.384729180332174,10.596659732783579,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0
2017,13.487007879880162,11.002116507732017,Diesel,Individual,Manual,First Owner,28.09,1248,88.5
2015,12.577639650232573,10.645448706505872,Petrol,Individual,Manual,First Owner,23.95,998,67.05
2016,13.304686600863562,11.407576060361786,Diesel,Individual,Automatic,Second Owner,18.49,1493,100.0
2011,12.611541086966115,11.407576060361786,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9
2012,12.323860125621126,11.608244735642321,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12
2009,12.388398368982115,11.156264806643742,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9
2014,13.060490101343552,11.156264806643742,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0
2016,13.592368256649284,11.289794413577894,Diesel,Individual,Manual,First Owner,21.19,1396,88.73
2012,13.017005083966255,11.407576060361786,Diesel,Individual,Manual,First Owner,19.01,1461,108.45
2007,11.407576060361786,11.407576060361786,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5
2010,13.017005083966255,11.695255355062795,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2
2009,12.793862088206213,11.51293546492023,Diesel,Individual,Manual,First Owner,19.3,1248,73.9
2010,12.676079399771027,11.156264806643742,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0
2016,13.567050480716235,10.819798284210286,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5
2013,13.3374763699232,11.842236406331555,Diesel,Individual,Manual,First Owner,20.77,1248,88.76
2014,12.25486757159303,10.463131911491967,Petrol,Individual,Manual,Second Owner,16.7,1172,64.1
2019,13.574713343675166,8.951699168308815,Petrol,Individual,Manual,First Owner,20.0,999,71.0
2002,11.695255355062795,11.002116507732017,Diesel,Individual,Manual,Second Owner,20.8,1527,58.0
2016,13.527829818844937,11.51293546492023,Diesel,Individual,Manual,First Owner,20.8,1461,64.1
2016,13.217675375388819,10.96617901077748,Petrol,Individual,Manual,First Owner,18.6,1197,81.83
2015,13.45883704259595,10.463131911491967,Petrol,Individual,Manual,First Owner,16.02,1373,93.7
2018,12.899222326086994,9.210440366976517,Petrol,Individual,Manual,First Owner,19.83,1198,67.0
2015,12.577639650232573,10.308985993422082,Petrol,Individual,Manual,Second Owner,23.1,998,67.04
2012,11.918397239722838,11.407576060361786,Diesel,Individual,Manual,First Owner,19.09,1396,69.0
2015,12.611541086966115,10.463131911491967,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0
2008,12.30592250537653,10.463360450273136,Petrol,Dealer,Manual,First Owner,21.79,998,67.05
2017,12.506180941677357,10.344995251991222,Petrol,Dealer,Manual,First Owner,22.7,799,53.64
2014,13.02805489573287,10.652849646423808,Diesel,Dealer,Manual,First Owner,24.4,1120,71.0
2011,12.611541086966115,11.184435286790631,Petrol,Dealer,Manual,First Owner,17.6,1496,88.7
2014,13.081543466215237,10.913122897389524,Diesel,Dealer,Manual,First Owner,23.59,1364,67.04
2019,13.122365377402328,8.517393171418904,Petrol,Individual,Manual,First Owner,20.3,1086,68.0
2013,12.429220196836383,10.819798284210286,Diesel,Individual,Manual,First Owner,21.02,1248,88.8
2012,12.409017571151187,11.51293546492023,Diesel,Dealer,Manual,First Owner,23.08,1461,63.1
2019,13.345508528717259,8.37516869138682,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0
2018,13.235693848424024,9.581628028282761,Petrol,Dealer,Manual,First Owner,18.78,999,75.0
2018,13.429849547739444,9.056839480990421,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7
2019,13.45883704259595,10.308985993422082,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2013,12.301387370778713,11.289794413577894,Diesel,Individual,Manual,First Owner,23.03,1396,69.0
2017,13.017005083966255,11.156264806643742,Diesel,Individual,Manual,First Owner,19.09,1405,69.01
2017,13.171155446333852,9.889591447344017,Petrol,Dealer,Automatic,First Owner,20.3,1199,84.0
2017,13.681980308196241,10.308985993422082,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.02
2019,13.573440270649085,9.105090961257085,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83
2017,13.617059619240436,10.308985993422082,Petrol,Dealer,Manual,First Owner,17.5,1199,88.7
2017,13.69334405393293,10.571342565808699,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6
2015,13.429849547739444,11.06665398721974,Petrol,Dealer,Automatic,First Owner,16.05,1499,110.4
2017,13.774689605110144,10.645448706505872,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96
2012,12.861001210669146,10.714439990727769,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8
2018,13.698977865303197,10.915106645867503,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0
2019,13.840204146163925,9.61587214452889,Petrol,Dealer,Automatic,First Owner,20.28,1462,103.25
2016,13.42246945133505,11.141876276228,Petrol,Dealer,Automatic,First Owner,17.2,1197,103.6
2017,13.45883704259595,11.289794413577894,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8
2016,13.567050480716235,11.002116507732017,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59
2016,12.899222326086994,11.51293546492023,Diesel,Individual,Manual,First Owner,22.95,1248,74.0
2009,11.350418300109132,11.407576060361786,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2018,13.617059619240436,9.350189267092581,Diesel,Individual,Manual,First Owner,18.49,1493,100.0
2015,13.3374763699232,10.596659732783579,Diesel,Individual,Automatic,First Owner,18.49,1493,100.0
2018,12.468440756144114,10.819798284210286,Petrol,Individual,Manual,First Owner,23.01,999,67.0
2015,13.091904169919621,10.921991853622236,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0
2018,13.606024566142413,9.305741456739435,Petrol,Dealer,Manual,First Owner,17.0,1198,108.5
2015,13.26212705890841,10.819798284210286,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2017,13.384729180332174,9.842515995544645,Petrol,Dealer,Manual,First Owner,17.0,1198,73.75
2017,13.73755009757506,9.798182590890704,Petrol,Dealer,Automatic,First Owner,15.6,1497,116.3
2019,13.704578997256993,9.175231194862615,Petrol,Dealer,Automatic,First Owner,19.56,1197,81.8
2011,12.07254696717504,9.305741456739435,Petrol,Dealer,Manual,First Owner,23.95,998,67.05
2012,12.73670383776449,10.098272780745283,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8
2017,13.60479076121576,10.77369246021493,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5
2018,13.840204146163925,8.987321812850125,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5
2016,12.611541086966115,11.002116507732017,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21
2004,11.695255355062795,11.289794413577894,Petrol,Individual,Manual,Second Owner,17.3,993,60.0
2015,13.102162710901053,10.734242182303689,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83
2013,12.959846800844963,11.156264806643742,Diesel,Individual,Manual,First Owner,25.8,1498,98.6
2011,11.951186847493476,10.596659732783579,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2010,11.790564777297387,11.561725152903833,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2018,13.527829818844937,10.308985993422082,Diesel,Individual,Manual,First Owner,22.54,1396,88.76
2011,12.323860125621126,9.90353755128617,Petrol,Individual,Manual,First Owner,18.9,998,67.1
2011,12.388398368982115,11.289794413577894,Petrol,Individual,Manual,First Owner,20.36,1197,78.9
2004,10.414873019560632,11.407576060361786,Petrol,Individual,Manual,Third Owner,18.9,998,67.1
2010,11.289794413577894,11.289794413577894,Petrol,Individual,Manual,Second Owner,18.0,995,62.0
2004,10.596659732783579,11.695255355062795,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2019,13.910821646859095,10.819798284210286,Diesel,Individual,Manual,Second Owner,21.9,1498,98.6
2013,12.323860125621126,10.97411180466407,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05
2018,13.51440681653079,10.566639335560673,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0
2016,13.217675375388819,10.941907417643346,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7
2019,13.384729180332174,8.634442751466477,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.345508528717259,10.147961974552167,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73
2018,13.304686600863562,11.153102714740765,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8
2017,13.017005083966255,10.93828994344506,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97
2019,13.565767608549109,8.858368636308018,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76
2016,13.377007146164305,9.305741456739435,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5
2016,12.847929163278053,11.289794413577894,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0
2014,12.388398368982115,10.819798284210286,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2011,12.691583538230217,11.156264806643742,Diesel,Individual,Manual,First Owner,22.9,1248,74.0
2016,12.899222326086994,11.775297421715827,Diesel,Individual,Manual,First Owner,25.32,1198,77.0
2017,13.592368256649284,10.819798284210286,Diesel,Individual,Manual,First Owner,21.04,1461,83.8
2018,13.76421831620775,11.289794413577894,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2013,12.611541086966115,11.695255355062795,Diesel,Individual,Manual,Fourth & Above Owner,22.9,1248,74.0
2020,12.765691290604371,8.517393171418904,Petrol,Individual,Manual,First Owner,22.05,796,47.3
2017,13.180634172318978,10.985309671896763,Petrol,Individual,Manual,First Owner,18.15,1198,82.0
2013,12.765691290604371,11.51293546492023,Diesel,Individual,Manual,Third Owner,18.2,1248,73.8
2016,12.388398368982115,10.714439990727769,Petrol,Individual,Manual,Second Owner,25.17,799,53.3
2010,12.301387370778713,11.289794413577894,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9
2008,11.608244735642321,11.289794413577894,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1061,67.0
2016,13.652992804936396,11.51293546492023,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2014,13.208542908506082,11.608244735642321,Diesel,Individual,Manual,First Owner,20.77,1248,88.76
2018,13.76421831620775,10.12667110305036,Diesel,Individual,Manual,First Owner,25.1,1248,88.5
2013,12.206077645517674,11.137475365705162,Petrol,Individual,Manual,Third Owner,21.1,814,55.2
2017,13.399996629152975,10.308985993422082,Diesel,Individual,Manual,First Owner,25.2,1248,74.0
2013,12.948012371209098,10.596659732783579,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6
2010,11.918397239722838,10.275085591132715,Petrol,Individual,Manual,First Owner,16.5,1172,65.0
2013,12.07254696717504,11.127277689932466,Diesel,Individual,Manual,Second Owner,25.44,936,57.6
2018,13.527829818844937,9.61587214452889,Petrol,Individual,Automatic,First Owner,18.1,1199,88.7
2014,12.959846800844963,11.156264806643742,Diesel,Individual,Manual,First Owner,23.2,1248,73.94
2015,13.579789490265188,11.744045122410057,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2
2015,13.384729180332174,11.451060699493427,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6
2015,13.567050480716235,11.767575435251748,Diesel,Individual,Manual,Third Owner,21.43,1364,87.2
2010,12.100717685412471,10.915106645867503,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05
2019,13.676248490630767,10.596659732783579,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2011,12.524530013005734,10.819798284210286,Diesel,Individual,Manual,First Owner,21.12,1248,88.8
2017,13.353476685668044,10.12667110305036,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83
2016,12.660331092405906,10.12667110305036,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2011,12.149507585033072,11.156264806643742,Diesel,Individual,Manual,Second Owner,23.57,1396,70.0
2014,13.270785106659046,11.695255355062795,Diesel,Individual,Manual,First Owner,23.4,1248,74.0
2018,13.623139877437296,10.463131911491967,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2004,10.819798284210286,11.034905792929415,Petrol,Individual,Manual,Second Owner,13.0,1343,90.0
2011,12.206077645517674,11.695255355062795,Petrol,Individual,Manual,Second Owner,16.25,1198,73.9
2013,11.813037464800539,11.695255355062795,Diesel,Individual,Manual,Third Owner,15.42,1405,70.0
2017,13.429849547739444,11.289794413577894,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2017,13.415034483903348,11.289794413577894,Diesel,Individual,Manual,First Owner,22.54,1396,88.73
2010,12.388398368982115,11.289794413577894,Petrol,Individual,Manual,Second Owner,20.92,998,67.1
2013,13.02805489573287,11.49273296168228,Diesel,Individual,Manual,First Owner,20.5,1598,103.5
2018,13.527829818844937,10.12667110305036,Diesel,Individual,Manual,First Owner,28.4,1248,74.02
2016,13.45883704259595,11.407576060361786,Diesel,Individual,Automatic,First Owner,26.59,1248,74.0
2014,11.982935344196433,11.695255355062795,Diesel,Individual,Manual,First Owner,25.0,1396,69.0
2013,12.323860125621126,11.51293546492023,Diesel,Individual,Manual,Second Owner,22.1,1248,76.9
2008,11.849404844423074,11.695255355062795,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0
2014,13.304686600863562,11.156264806643742,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0
2008,11.082157933374816,11.51293546492023,Petrol,Individual,Manual,Third Owner,18.0,995,62.0
2019,13.122365377402328,9.210440366976517,Petrol,Individual,Manual,First Owner,20.89,1197,81.8
2012,12.676079399771027,10.931069180548855,Petrol,Dealer,Manual,First Owner,16.25,1198,75.0
2019,13.76421831620775,9.682529112127256,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96
2012,12.429220196836383,11.957874072213233,Diesel,Dealer,Manual,First Owner,20.0,1399,68.0
2017,13.304686600863562,9.90353755128617,Diesel,Individual,Manual,First Owner,27.39,1248,74.0
2017,13.142166004700508,10.736418414365376,Petrol,Individual,Manual,First Owner,22.0,1197,81.8
2016,12.886643575525625,10.819798284210286,Petrol,Individual,Manual,Third Owner,15.41,1598,103.2
2018,13.058360179622305,8.517393171418904,Petrol,Individual,Manual,First Owner,21.79,998,67.05
2017,12.429220196836383,10.645448706505872,Petrol,Individual,Manual,First Owner,24.7,796,47.3
2011,11.775297421715827,11.134880952438056,Petrol,Dealer,Manual,First Owner,16.2,995,62.1
2019,13.716795688777268,10.308985993422082,Diesel,Individual,Manual,First Owner,23.0,1498,98.96
2011,11.982935344196433,11.350418300109132,Diesel,Individual,Manual,First Owner,20.0,1399,68.0
2012,12.611541086966115,11.385103457032141,Petrol,Individual,Manual,First Owner,17.5,1298,85.8
2010,11.002116507732017,11.51293546492023,Petrol,Individual,Manual,Fourth & Above Owner,14.0,796,37.5
2014,12.899222326086994,11.51293546492023,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8
2018,13.017005083966255,10.041813682016414,Petrol,Dealer,Manual,First Owner,23.84,1199,84.48
2012,12.691583538230217,11.289794413577894,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0
2008,11.918397239722838,11.156264806643742,Petrol,Individual,Manual,Second Owner,19.7,796,46.3
2014,12.429220196836383,7.762596048540069,Petrol,Individual,Manual,First Owner,21.1,814,55.2
2011,12.07254696717504,10.819798284210286,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2010,12.07254696717504,10.968215530759236,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2006,11.918397239722838,11.289794413577894,Petrol,Individual,Manual,Second Owner,16.9,1497,100.0
2018,13.588611212476708,11.002116507732017,Diesel,Individual,Manual,First Owner,16.5,1493,70.0
2019,13.592368256649284,10.463131911491967,Petrol,Individual,Manual,First Owner,18.6,1197,81.86
2012,11.982935344196433,11.608244735642321,Petrol,Individual,Manual,First Owner,19.7,796,46.3
2010,11.982935344196433,11.002116507732017,Petrol,Individual,Manual,Third Owner,19.7,796,46.3
2012,12.899222326086994,11.51293546492023,Diesel,Individual,Manual,First Owner,21.27,1396,88.76
2013,13.019224835777257,11.695255355062795,Diesel,Individual,Manual,First Owner,23.59,1364,67.06
2002,10.596659732783579,11.289794413577894,Petrol,Individual,Manual,First Owner,16.1,796,37.0
2012,12.611541086966115,11.156264806643742,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8
2017,12.95039048795861,10.993748398115178,Petrol,Individual,Manual,Second Owner,23.1,998,67.04
2016,13.76421831620775,10.714439990727769,Diesel,Individual,Manual,First Owner,24.3,1248,88.5
2011,12.886643575525625,11.231901180182515,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0
2016,13.76421831620775,10.736418414365376,Diesel,Individual,Manual,Second Owner,24.3,1248,88.5
2013,12.506180941677357,11.002116507732017,Petrol,Individual,Manual,First Owner,22.74,796,47.3
2009,12.793862088206213,11.002116507732017,Petrol,Individual,Automatic,Second Owner,15.0,1396,100.0
2008,12.367345048436391,11.934926432385152,Diesel,Individual,Manual,First Owner,17.8,1248,75.0
2017,13.217675375388819,10.062924236792623,Petrol,Dealer,Manual,First Owner,18.9,1197,82.0
2017,13.45883704259595,9.61587214452889,Petrol,Individual,Manual,First Owner,17.5,1199,88.7
2012,12.837347081942964,10.165890277802454,Petrol,Individual,Manual,First Owner,19.4,1198,86.8
2017,13.681980308196241,11.25835574396865,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84
2014,13.038981768465277,10.609649670173567,Petrol,Dealer,Manual,Second Owner,18.5,1197,82.85
